filepath,class,label
data\SL_YES_npy\22003.npy,yes,1
data\SL_YES_npy\49656.npy,yes,1
data\jester_NO_npy\95461.npy,no,0
data\jester_NO_npy\77802.npy,no,0
data\SL_YES_npy\02971.npy,yes,1
data\SL_YES_npy\65351.npy,yes,1
data\SL_YES_npy\53344.npy,yes,1
data\jester_NO_npy\1051.npy,no,0
data\jester_NO_npy\65132.npy,no,0
data\jester_NO_npy\34609.npy,no,0
data\jester_NO_npy\72064.npy,no,0
data\jester_NO_npy\58815.npy,no,0
data\jester_NO_npy\78141.npy,no,0
data\jester_NO_npy\138961.npy,no,0
data\jester_NO_npy\104158.npy,no,0
data\SL_YES_npy\15534.npy,yes,1
data\SL_YES_npy\58822.npy,yes,1
data\jester_NO_npy\124897.npy,no,0
data\jester_NO_npy\96253.npy,no,0
data\SL_YES_npy\02969.npy,yes,1
data\jester_NO_npy\24346.npy,no,0
data\jester_NO_npy\118872.npy,no,0
data\SL_YES_npy\08595.npy,yes,1
data\SL_YES_npy\48686.npy,yes,1
data\jester_NO_npy\20252.npy,no,0
data\jester_NO_npy\133134.npy,no,0
data\jester_NO_npy\32796.npy,no,0
data\jester_NO_npy\81169.npy,no,0
data\jester_NO_npy\63000.npy,no,0
data\jester_NO_npy\32467.npy,no,0
data\SL_YES_npy\55328.npy,yes,1
data\jester_NO_npy\72257.npy,no,0
data\jester_NO_npy\120189.npy,no,0
data\jester_NO_npy\122357.npy,no,0
data\jester_NO_npy\26981.npy,no,0
data\jester_NO_npy\97537.npy,no,0
data\jester_NO_npy\120456.npy,no,0
data\jester_NO_npy\43258.npy,no,0
data\SL_YES_npy\18942.npy,yes,1
data\jester_NO_npy\15849.npy,no,0
data\jester_NO_npy\94511.npy,no,0
data\SL_YES_npy\55661.npy,yes,1
data\jester_NO_npy\51494.npy,no,0
data\SL_YES_npy\14567.npy,yes,1
data\jester_NO_npy\131693.npy,no,0
data\SL_YES_npy\20869.npy,yes,1
data\jester_NO_npy\49748.npy,no,0
data\SL_YES_npy\00947.npy,yes,1
data\jester_NO_npy\93587.npy,no,0
data\jester_NO_npy\122391.npy,no,0
data\SL_YES_npy\17153.npy,yes,1
data\jester_NO_npy\10118.npy,no,0
data\jester_NO_npy\57670.npy,no,0
data\jester_NO_npy\99097.npy,no,0
data\jester_NO_npy\122636.npy,no,0
data\jester_NO_npy\12018.npy,no,0
data\jester_NO_npy\44869.npy,no,0
data\jester_NO_npy\487.npy,no,0
data\SL_YES_npy\66308.npy,yes,1
data\SL_YES_npy\33980.npy,yes,1
data\jester_NO_npy\66422.npy,no,0
data\jester_NO_npy\138216.npy,no,0
data\jester_NO_npy\147260.npy,no,0
data\SL_YES_npy\41979.npy,yes,1
data\jester_NO_npy\83122.npy,no,0
data\jester_NO_npy\138048.npy,no,0
data\SL_YES_npy\23243.npy,yes,1
data\jester_NO_npy\71522.npy,no,0
data\jester_NO_npy\97640.npy,no,0
data\SL_YES_npy\21273.npy,yes,1
data\jester_NO_npy\89344.npy,no,0
data\SL_YES_npy\51955.npy,yes,1
data\jester_NO_npy\88913.npy,no,0
data\SL_YES_npy\39382.npy,yes,1
data\jester_NO_npy\77674.npy,no,0
data\jester_NO_npy\80460.npy,no,0
data\jester_NO_npy\138752.npy,no,0
data\SL_YES_npy\66442.npy,yes,1
data\SL_YES_npy\57237.npy,yes,1
data\SL_YES_npy\35575.npy,yes,1
data\SL_YES_npy\04169.npy,yes,1
data\jester_NO_npy\94101.npy,no,0
data\SL_YES_npy\66656.npy,yes,1
data\SL_YES_npy\09520.npy,yes,1
data\SL_YES_npy\66002.npy,yes,1
data\SL_YES_npy\21872.npy,yes,1
data\SL_YES_npy\65734.npy,yes,1
data\SL_YES_npy\18856.npy,yes,1
data\jester_NO_npy\60959.npy,no,0
data\jester_NO_npy\62034.npy,no,0
data\jester_NO_npy\42383.npy,no,0
data\jester_NO_npy\139779.npy,no,0
data\jester_NO_npy\55164.npy,no,0
data\jester_NO_npy\145960.npy,no,0
data\jester_NO_npy\1543.npy,no,0
data\jester_NO_npy\85171.npy,no,0
data\SL_YES_npy\58829.npy,yes,1
data\SL_YES_npy\05556.npy,yes,1
data\jester_NO_npy\110406.npy,no,0
data\jester_NO_npy\12864.npy,no,0
data\jester_NO_npy\135970.npy,no,0
data\jester_NO_npy\52300.npy,no,0
data\jester_NO_npy\5174.npy,no,0
data\jester_NO_npy\110685.npy,no,0
data\jester_NO_npy\92384.npy,no,0
data\jester_NO_npy\66738.npy,no,0
data\jester_NO_npy\113188.npy,no,0
data\jester_NO_npy\82504.npy,no,0
data\SL_YES_npy\25429.npy,yes,1
data\SL_YES_npy\47106.npy,yes,1
data\SL_YES_npy\54431.npy,yes,1
data\jester_NO_npy\145918.npy,no,0
data\SL_YES_npy\26980.npy,yes,1
data\SL_YES_npy\14051.npy,yes,1
data\jester_NO_npy\12564.npy,no,0
data\jester_NO_npy\1274.npy,no,0
data\jester_NO_npy\33812.npy,no,0
data\SL_YES_npy\63666.npy,yes,1
data\SL_YES_npy\58300.npy,yes,1
data\jester_NO_npy\63926.npy,no,0
data\jester_NO_npy\82214.npy,no,0
data\SL_YES_npy\54828.npy,yes,1
data\SL_YES_npy\11088.npy,yes,1
data\jester_NO_npy\135580.npy,no,0
data\SL_YES_npy\36630.npy,yes,1
data\jester_NO_npy\57343.npy,no,0
data\SL_YES_npy\53483.npy,yes,1
data\SL_YES_npy\31301.npy,yes,1
data\jester_NO_npy\40316.npy,no,0
data\SL_YES_npy\56307.npy,yes,1
data\jester_NO_npy\49942.npy,no,0
data\jester_NO_npy\63910.npy,no,0
data\jester_NO_npy\140492.npy,no,0
data\jester_NO_npy\25363.npy,no,0
data\SL_YES_npy\26016.npy,yes,1
data\jester_NO_npy\43093.npy,no,0
data\SL_YES_npy\38085.npy,yes,1
data\jester_NO_npy\77343.npy,no,0
data\jester_NO_npy\17918.npy,no,0
data\jester_NO_npy\129897.npy,no,0
data\jester_NO_npy\17748.npy,no,0
data\jester_NO_npy\143505.npy,no,0
data\SL_YES_npy\10445.npy,yes,1
data\jester_NO_npy\12938.npy,no,0
data\jester_NO_npy\122290.npy,no,0
data\jester_NO_npy\12055.npy,no,0
data\SL_YES_npy\69440.npy,yes,1
data\jester_NO_npy\89798.npy,no,0
data\jester_NO_npy\20017.npy,no,0
data\jester_NO_npy\145616.npy,no,0
data\SL_YES_npy\12652.npy,yes,1
data\SL_YES_npy\21999.npy,yes,1
data\jester_NO_npy\66902.npy,no,0
data\SL_YES_npy\04723.npy,yes,1
data\jester_NO_npy\55155.npy,no,0
data\jester_NO_npy\110554.npy,no,0
data\jester_NO_npy\44527.npy,no,0
data\jester_NO_npy\37404.npy,no,0
data\jester_NO_npy\44978.npy,no,0
data\jester_NO_npy\1285.npy,no,0
data\jester_NO_npy\38368.npy,no,0
data\jester_NO_npy\105140.npy,no,0
data\SL_YES_npy\58008.npy,yes,1
data\SL_YES_npy\26295.npy,yes,1
data\jester_NO_npy\80220.npy,no,0
data\SL_YES_npy\66458.npy,yes,1
data\jester_NO_npy\134749.npy,no,0
data\jester_NO_npy\136263.npy,no,0
data\jester_NO_npy\5941.npy,no,0
data\SL_YES_npy\21281.npy,yes,1
data\jester_NO_npy\26901.npy,no,0
data\jester_NO_npy\128075.npy,no,0
data\jester_NO_npy\103290.npy,no,0
data\jester_NO_npy\33356.npy,no,0
data\SL_YES_npy\66146.npy,yes,1
data\SL_YES_npy\60458.npy,yes,1
data\jester_NO_npy\76772.npy,no,0
data\jester_NO_npy\145797.npy,no,0
data\jester_NO_npy\108132.npy,no,0
data\jester_NO_npy\124468.npy,no,0
data\jester_NO_npy\2002.npy,no,0
data\jester_NO_npy\80353.npy,no,0
data\SL_YES_npy\69289.npy,yes,1
data\jester_NO_npy\137518.npy,no,0
data\jester_NO_npy\58402.npy,no,0
data\SL_YES_npy\60730.npy,yes,1
data\jester_NO_npy\77477.npy,no,0
data\jester_NO_npy\134879.npy,no,0
data\jester_NO_npy\115243.npy,no,0
data\jester_NO_npy\73126.npy,no,0
data\jester_NO_npy\36214.npy,no,0
data\SL_YES_npy\54260.npy,yes,1
data\SL_YES_npy\14903.npy,yes,1
data\jester_NO_npy\104732.npy,no,0
data\SL_YES_npy\63232.npy,yes,1
data\jester_NO_npy\64971.npy,no,0
data\jester_NO_npy\103494.npy,no,0
data\jester_NO_npy\4390.npy,no,0
data\jester_NO_npy\136676.npy,no,0
data\jester_NO_npy\48375.npy,no,0
data\SL_YES_npy\38863.npy,yes,1
data\jester_NO_npy\37584.npy,no,0
data\SL_YES_npy\12855.npy,yes,1
data\SL_YES_npy\10016.npy,yes,1
data\SL_YES_npy\55043.npy,yes,1
data\jester_NO_npy\115203.npy,no,0
data\jester_NO_npy\14955.npy,no,0
data\jester_NO_npy\59055.npy,no,0
data\jester_NO_npy\59256.npy,no,0
data\SL_YES_npy\36969.npy,yes,1
data\jester_NO_npy\46590.npy,no,0
data\SL_YES_npy\52349.npy,yes,1
data\jester_NO_npy\108324.npy,no,0
data\jester_NO_npy\106798.npy,no,0
data\SL_YES_npy\61969.npy,yes,1
data\SL_YES_npy\63701.npy,yes,1
data\jester_NO_npy\147887.npy,no,0
data\jester_NO_npy\32668.npy,no,0
data\SL_YES_npy\26297.npy,yes,1
data\jester_NO_npy\917.npy,no,0
data\jester_NO_npy\129220.npy,no,0
data\jester_NO_npy\53473.npy,no,0
data\jester_NO_npy\10483.npy,no,0
data\jester_NO_npy\51616.npy,no,0
data\jester_NO_npy\55600.npy,no,0
data\jester_NO_npy\109802.npy,no,0
data\jester_NO_npy\62006.npy,no,0
data\SL_YES_npy\17627.npy,yes,1
data\jester_NO_npy\67843.npy,no,0
data\jester_NO_npy\65974.npy,no,0
data\jester_NO_npy\11787.npy,no,0
data\jester_NO_npy\131226.npy,no,0
data\jester_NO_npy\63012.npy,no,0
data\jester_NO_npy\13485.npy,no,0
data\jester_NO_npy\8009.npy,no,0
data\jester_NO_npy\94658.npy,no,0
data\jester_NO_npy\87239.npy,no,0
data\SL_YES_npy\33052.npy,yes,1
data\jester_NO_npy\130596.npy,no,0
data\jester_NO_npy\145927.npy,no,0
data\jester_NO_npy\26660.npy,no,0
data\jester_NO_npy\142105.npy,no,0
data\jester_NO_npy\25520.npy,no,0
data\SL_YES_npy\57638.npy,yes,1
data\SL_YES_npy\25430.npy,yes,1
data\jester_NO_npy\32766.npy,no,0
data\jester_NO_npy\146712.npy,no,0
data\jester_NO_npy\46793.npy,no,0
data\SL_YES_npy\18289.npy,yes,1
data\jester_NO_npy\141403.npy,no,0
data\jester_NO_npy\5450.npy,no,0
data\SL_YES_npy\00951.npy,yes,1
data\jester_NO_npy\112285.npy,no,0
data\SL_YES_npy\33394.npy,yes,1
data\SL_YES_npy\69502.npy,yes,1
data\jester_NO_npy\51706.npy,no,0
data\jester_NO_npy\52473.npy,no,0
data\jester_NO_npy\16774.npy,no,0
data\jester_NO_npy\113943.npy,no,0
data\jester_NO_npy\99291.npy,no,0
data\jester_NO_npy\144145.npy,no,0
data\SL_YES_npy\15528.npy,yes,1
data\SL_YES_npy\08773.npy,yes,1
data\SL_YES_npy\01206.npy,yes,1
data\jester_NO_npy\49306.npy,no,0
data\SL_YES_npy\38687.npy,yes,1
data\jester_NO_npy\85983.npy,no,0
data\jester_NO_npy\8070.npy,no,0
data\SL_YES_npy\08915.npy,yes,1
data\SL_YES_npy\43573.npy,yes,1
data\jester_NO_npy\35191.npy,no,0
data\jester_NO_npy\41323.npy,no,0
data\jester_NO_npy\93323.npy,no,0
data\jester_NO_npy\6295.npy,no,0
data\SL_YES_npy\69479.npy,yes,1
data\jester_NO_npy\84442.npy,no,0
data\SL_YES_npy\28044.npy,yes,1
data\jester_NO_npy\115593.npy,no,0
data\jester_NO_npy\50501.npy,no,0
data\jester_NO_npy\121191.npy,no,0
data\jester_NO_npy\52644.npy,no,0
data\SL_YES_npy\44500.npy,yes,1
data\jester_NO_npy\23551.npy,no,0
data\SL_YES_npy\16268.npy,yes,1
data\SL_YES_npy\15533.npy,yes,1
data\SL_YES_npy\05074.npy,yes,1
data\SL_YES_npy\39742.npy,yes,1
data\SL_YES_npy\44136.npy,yes,1
data\jester_NO_npy\41633.npy,no,0
data\SL_YES_npy\39625.npy,yes,1
data\SL_YES_npy\41447.npy,yes,1
data\SL_YES_npy\52159.npy,yes,1
data\jester_NO_npy\121372.npy,no,0
data\SL_YES_npy\63227.npy,yes,1
data\jester_NO_npy\27132.npy,no,0
data\jester_NO_npy\18959.npy,no,0
data\jester_NO_npy\36161.npy,no,0
data\jester_NO_npy\117008.npy,no,0
data\jester_NO_npy\132917.npy,no,0
data\jester_NO_npy\25144.npy,no,0
data\SL_YES_npy\02697.npy,yes,1
data\SL_YES_npy\57670.npy,yes,1
data\jester_NO_npy\13642.npy,no,0
data\jester_NO_npy\72285.npy,no,0
data\SL_YES_npy\30749.npy,yes,1
data\SL_YES_npy\16404.npy,yes,1
data\SL_YES_npy\38944.npy,yes,1
data\jester_NO_npy\82095.npy,no,0
data\SL_YES_npy\11944.npy,yes,1
data\SL_YES_npy\65609.npy,yes,1
data\jester_NO_npy\107783.npy,no,0
data\SL_YES_npy\48542.npy,yes,1
data\jester_NO_npy\109520.npy,no,0
data\jester_NO_npy\3091.npy,no,0
data\jester_NO_npy\88958.npy,no,0
data\jester_NO_npy\97503.npy,no,0
data\jester_NO_npy\26258.npy,no,0
data\SL_YES_npy\39584.npy,yes,1
data\jester_NO_npy\41085.npy,no,0
data\SL_YES_npy\50139.npy,yes,1
data\SL_YES_npy\53488.npy,yes,1
data\jester_NO_npy\81706.npy,no,0
data\jester_NO_npy\97609.npy,no,0
data\jester_NO_npy\119440.npy,no,0
data\SL_YES_npy\05600.npy,yes,1
data\jester_NO_npy\87554.npy,no,0
data\jester_NO_npy\130062.npy,no,0
data\SL_YES_npy\36266.npy,yes,1
data\jester_NO_npy\125017.npy,no,0
data\jester_NO_npy\39014.npy,no,0
data\jester_NO_npy\21511.npy,no,0
data\jester_NO_npy\73712.npy,no,0
data\SL_YES_npy\48570.npy,yes,1
data\jester_NO_npy\42620.npy,no,0
data\SL_YES_npy\34370.npy,yes,1
data\jester_NO_npy\51772.npy,no,0
data\jester_NO_npy\10372.npy,no,0
data\jester_NO_npy\5824.npy,no,0
data\jester_NO_npy\112465.npy,no,0
data\SL_YES_npy\31899.npy,yes,1
data\jester_NO_npy\8255.npy,no,0
data\jester_NO_npy\93163.npy,no,0
data\SL_YES_npy\47224.npy,yes,1
data\SL_YES_npy\13632.npy,yes,1
data\jester_NO_npy\98389.npy,no,0
data\jester_NO_npy\113581.npy,no,0
data\SL_YES_npy\06655.npy,yes,1
data\jester_NO_npy\23960.npy,no,0
data\jester_NO_npy\102146.npy,no,0
data\jester_NO_npy\111582.npy,no,0
data\jester_NO_npy\48128.npy,no,0
data\jester_NO_npy\21873.npy,no,0
data\SL_YES_npy\08006.npy,yes,1
data\SL_YES_npy\60907.npy,yes,1
data\jester_NO_npy\36191.npy,no,0
data\jester_NO_npy\26950.npy,no,0
data\jester_NO_npy\5579.npy,no,0
data\jester_NO_npy\40601.npy,no,0
data\SL_YES_npy\62290.npy,yes,1
data\jester_NO_npy\42361.npy,no,0
data\jester_NO_npy\125105.npy,no,0
data\jester_NO_npy\55755.npy,no,0
data\SL_YES_npy\66447.npy,yes,1
data\jester_NO_npy\27917.npy,no,0
data\SL_YES_npy\62398.npy,yes,1
data\jester_NO_npy\89118.npy,no,0
data\jester_NO_npy\68877.npy,no,0
data\jester_NO_npy\122223.npy,no,0
data\SL_YES_npy\08533.npy,yes,1
data\jester_NO_npy\23610.npy,no,0
data\jester_NO_npy\135673.npy,no,0
data\SL_YES_npy\38301.npy,yes,1
data\jester_NO_npy\131715.npy,no,0
data\SL_YES_npy\58769.npy,yes,1
data\jester_NO_npy\22745.npy,no,0
data\jester_NO_npy\96559.npy,no,0
data\jester_NO_npy\86612.npy,no,0
data\jester_NO_npy\65327.npy,no,0
data\SL_YES_npy\35931.npy,yes,1
data\SL_YES_npy\24582.npy,yes,1
data\SL_YES_npy\33406.npy,yes,1
data\jester_NO_npy\75148.npy,no,0
data\jester_NO_npy\57092.npy,no,0
data\jester_NO_npy\87365.npy,no,0
data\SL_YES_npy\04831.npy,yes,1
data\jester_NO_npy\36071.npy,no,0
data\SL_YES_npy\24584.npy,yes,1
data\jester_NO_npy\100997.npy,no,0
data\SL_YES_npy\15362.npy,yes,1
data\jester_NO_npy\130292.npy,no,0
data\jester_NO_npy\5031.npy,no,0
data\SL_YES_npy\15997.npy,yes,1
data\SL_YES_npy\34867.npy,yes,1
data\SL_YES_npy\29566.npy,yes,1
data\jester_NO_npy\143928.npy,no,0
data\jester_NO_npy\72620.npy,no,0
data\jester_NO_npy\95764.npy,no,0
data\jester_NO_npy\20788.npy,no,0
data\jester_NO_npy\54939.npy,no,0
data\SL_YES_npy\17456.npy,yes,1
data\SL_YES_npy\16000.npy,yes,1
data\SL_YES_npy\49936.npy,yes,1
data\jester_NO_npy\126762.npy,no,0
data\jester_NO_npy\48327.npy,no,0
data\SL_YES_npy\11408.npy,yes,1
data\SL_YES_npy\52316.npy,yes,1
data\jester_NO_npy\119585.npy,no,0
data\jester_NO_npy\63296.npy,no,0
data\SL_YES_npy\38729.npy,yes,1
data\SL_YES_npy\07389.npy,yes,1
data\jester_NO_npy\43163.npy,no,0
data\jester_NO_npy\70874.npy,no,0
data\jester_NO_npy\138591.npy,no,0
data\jester_NO_npy\68609.npy,no,0
data\jester_NO_npy\98585.npy,no,0
data\jester_NO_npy\29303.npy,no,0
data\jester_NO_npy\104596.npy,no,0
data\jester_NO_npy\8007.npy,no,0
data\jester_NO_npy\31385.npy,no,0
data\SL_YES_npy\64451.npy,yes,1
data\jester_NO_npy\112402.npy,no,0
data\jester_NO_npy\81981.npy,no,0
data\jester_NO_npy\89728.npy,no,0
data\jester_NO_npy\5953.npy,no,0
data\jester_NO_npy\60721.npy,no,0
data\jester_NO_npy\69198.npy,no,0
data\SL_YES_npy\06124.npy,yes,1
data\SL_YES_npy\56816.npy,yes,1
data\jester_NO_npy\10446.npy,no,0
data\SL_YES_npy\05605.npy,yes,1
data\jester_NO_npy\102213.npy,no,0
data\jester_NO_npy\59881.npy,no,0
data\jester_NO_npy\24862.npy,no,0
data\jester_NO_npy\104792.npy,no,0
data\jester_NO_npy\113014.npy,no,0
data\jester_NO_npy\121777.npy,no,0
data\jester_NO_npy\72024.npy,no,0
data\SL_YES_npy\65021.npy,yes,1
data\SL_YES_npy\47221.npy,yes,1
data\jester_NO_npy\144637.npy,no,0
data\jester_NO_npy\29738.npy,no,0
data\jester_NO_npy\43191.npy,no,0
data\jester_NO_npy\118239.npy,no,0
data\jester_NO_npy\131837.npy,no,0
data\jester_NO_npy\104246.npy,no,0
data\SL_YES_npy\21854.npy,yes,1
data\jester_NO_npy\87945.npy,no,0
data\jester_NO_npy\145994.npy,no,0
data\SL_YES_npy\69305.npy,yes,1
data\SL_YES_npy\54257.npy,yes,1
data\jester_NO_npy\40871.npy,no,0
data\jester_NO_npy\14347.npy,no,0
data\SL_YES_npy\44329.npy,yes,1
data\jester_NO_npy\13264.npy,no,0
data\jester_NO_npy\53859.npy,no,0
data\SL_YES_npy\08919.npy,yes,1
data\jester_NO_npy\133183.npy,no,0
data\SL_YES_npy\45198.npy,yes,1
data\jester_NO_npy\9409.npy,no,0
data\jester_NO_npy\49318.npy,no,0
data\SL_YES_npy\33285.npy,yes,1
data\SL_YES_npy\04397.npy,yes,1
data\SL_YES_npy\18578.npy,yes,1
data\SL_YES_npy\60556.npy,yes,1
data\SL_YES_npy\24016.npy,yes,1
data\jester_NO_npy\975.npy,no,0
data\jester_NO_npy\87747.npy,no,0
data\SL_YES_npy\63672.npy,yes,1
data\SL_YES_npy\12104.npy,yes,1
data\jester_NO_npy\111087.npy,no,0
data\SL_YES_npy\66739.npy,yes,1
data\jester_NO_npy\39200.npy,no,0
data\jester_NO_npy\64040.npy,no,0
data\SL_YES_npy\32859.npy,yes,1
data\jester_NO_npy\142612.npy,no,0
data\SL_YES_npy\63951.npy,yes,1
data\SL_YES_npy\56159.npy,yes,1
data\SL_YES_npy\62395.npy,yes,1
data\jester_NO_npy\100455.npy,no,0
data\jester_NO_npy\46305.npy,no,0
data\jester_NO_npy\146564.npy,no,0
data\SL_YES_npy\23548.npy,yes,1
data\jester_NO_npy\42330.npy,no,0
data\SL_YES_npy\53200.npy,yes,1
data\SL_YES_npy\17936.npy,yes,1
data\jester_NO_npy\138598.npy,no,0
data\SL_YES_npy\56813.npy,yes,1
data\SL_YES_npy\58294.npy,yes,1
data\jester_NO_npy\136808.npy,no,0
data\jester_NO_npy\1282.npy,no,0
data\jester_NO_npy\101003.npy,no,0
data\SL_YES_npy\66046.npy,yes,1
data\SL_YES_npy\42960.npy,yes,1
data\SL_YES_npy\04176.npy,yes,1
data\SL_YES_npy\60547.npy,yes,1
data\jester_NO_npy\141439.npy,no,0
data\SL_YES_npy\44235.npy,yes,1
data\SL_YES_npy\29847.npy,yes,1
data\jester_NO_npy\127909.npy,no,0
data\jester_NO_npy\37324.npy,no,0
data\jester_NO_npy\100140.npy,no,0
data\jester_NO_npy\23748.npy,no,0
data\jester_NO_npy\137911.npy,no,0
data\jester_NO_npy\31847.npy,no,0
data\SL_YES_npy\52711.npy,yes,1
data\jester_NO_npy\112974.npy,no,0
data\SL_YES_npy\20711.npy,yes,1
data\SL_YES_npy\14568.npy,yes,1
data\SL_YES_npy\39589.npy,yes,1
data\jester_NO_npy\1141.npy,no,0
data\jester_NO_npy\54708.npy,no,0
data\jester_NO_npy\13991.npy,no,0
data\jester_NO_npy\20455.npy,no,0
data\SL_YES_npy\13631.npy,yes,1
data\jester_NO_npy\457.npy,no,0
data\SL_YES_npy\10680.npy,yes,1
data\SL_YES_npy\48540.npy,yes,1
data\SL_YES_npy\66655.npy,yes,1
data\jester_NO_npy\74148.npy,no,0
data\SL_YES_npy\51719.npy,yes,1
data\jester_NO_npy\86543.npy,no,0
data\jester_NO_npy\29210.npy,no,0
data\jester_NO_npy\25536.npy,no,0
data\jester_NO_npy\8685.npy,no,0
data\jester_NO_npy\12826.npy,no,0
data\jester_NO_npy\40510.npy,no,0
data\SL_YES_npy\22548.npy,yes,1
data\jester_NO_npy\87988.npy,no,0
data\SL_YES_npy\08510.npy,yes,1
data\jester_NO_npy\141260.npy,no,0
data\jester_NO_npy\66120.npy,no,0
data\jester_NO_npy\34849.npy,no,0
data\jester_NO_npy\69036.npy,no,0
data\SL_YES_npy\11502.npy,yes,1
data\jester_NO_npy\73992.npy,no,0
data\jester_NO_npy\12557.npy,no,0
data\jester_NO_npy\130309.npy,no,0
data\jester_NO_npy\83315.npy,no,0
data\SL_YES_npy\42702.npy,yes,1
data\SL_YES_npy\50144.npy,yes,1
data\jester_NO_npy\84125.npy,no,0
data\jester_NO_npy\37150.npy,no,0
data\jester_NO_npy\7865.npy,no,0
data\jester_NO_npy\66872.npy,no,0
data\jester_NO_npy\80493.npy,no,0
data\jester_NO_npy\114887.npy,no,0
data\jester_NO_npy\76642.npy,no,0
data\jester_NO_npy\84932.npy,no,0
data\jester_NO_npy\90345.npy,no,0
data\jester_NO_npy\142963.npy,no,0
data\SL_YES_npy\28041.npy,yes,1
data\SL_YES_npy\57829.npy,yes,1
data\jester_NO_npy\116876.npy,no,0
data\jester_NO_npy\18607.npy,no,0
data\jester_NO_npy\78659.npy,no,0
data\jester_NO_npy\35645.npy,no,0
data\SL_YES_npy\01387.npy,yes,1
data\jester_NO_npy\114259.npy,no,0
data\jester_NO_npy\10280.npy,no,0
data\jester_NO_npy\104679.npy,no,0
data\jester_NO_npy\29187.npy,no,0
data\jester_NO_npy\93407.npy,no,0
data\jester_NO_npy\39118.npy,no,0
data\jester_NO_npy\110271.npy,no,0
data\SL_YES_npy\61371.npy,yes,1
data\jester_NO_npy\50.npy,no,0
data\SL_YES_npy\51814.npy,yes,1
data\jester_NO_npy\70265.npy,no,0
data\jester_NO_npy\20913.npy,no,0
data\jester_NO_npy\132171.npy,no,0
data\SL_YES_npy\40130.npy,yes,1
data\SL_YES_npy\42381.npy,yes,1
data\SL_YES_npy\66429.npy,yes,1
data\jester_NO_npy\140166.npy,no,0
data\SL_YES_npy\37829.npy,yes,1
data\SL_YES_npy\38728.npy,yes,1
data\SL_YES_npy\51227.npy,yes,1
data\SL_YES_npy\55419.npy,yes,1
data\SL_YES_npy\57277.npy,yes,1
data\jester_NO_npy\72021.npy,no,0
data\jester_NO_npy\63529.npy,no,0
data\SL_YES_npy\23239.npy,yes,1
data\SL_YES_npy\29844.npy,yes,1
data\jester_NO_npy\147703.npy,no,0
data\jester_NO_npy\104982.npy,no,0
data\SL_YES_npy\69431.npy,yes,1
data\SL_YES_npy\04821.npy,yes,1
data\jester_NO_npy\52612.npy,no,0
data\jester_NO_npy\5640.npy,no,0
data\jester_NO_npy\121701.npy,no,0
data\jester_NO_npy\14018.npy,no,0
data\SL_YES_npy\06429.npy,yes,1
data\SL_YES_npy\01398.npy,yes,1
data\jester_NO_npy\132569.npy,no,0
data\jester_NO_npy\21365.npy,no,0
data\jester_NO_npy\97603.npy,no,0
data\jester_NO_npy\135590.npy,no,0
data\SL_YES_npy\54616.npy,yes,1
data\SL_YES_npy\44490.npy,yes,1
data\SL_YES_npy\52317.npy,yes,1
data\jester_NO_npy\34430.npy,no,0
data\jester_NO_npy\69559.npy,no,0
data\jester_NO_npy\120626.npy,no,0
data\jester_NO_npy\25428.npy,no,0
data\jester_NO_npy\49897.npy,no,0
data\jester_NO_npy\10972.npy,no,0
data\jester_NO_npy\144461.npy,no,0
data\jester_NO_npy\36469.npy,no,0
data\jester_NO_npy\38770.npy,no,0
data\SL_YES_npy\45575.npy,yes,1
data\SL_YES_npy\03154.npy,yes,1
data\jester_NO_npy\27085.npy,no,0
data\SL_YES_npy\61443.npy,yes,1
data\SL_YES_npy\00338.npy,yes,1
data\jester_NO_npy\26669.npy,no,0
data\SL_YES_npy\60157.npy,yes,1
data\SL_YES_npy\66568.npy,yes,1
data\jester_NO_npy\11914.npy,no,0
data\SL_YES_npy\66059.npy,yes,1
data\SL_YES_npy\26976.npy,yes,1
data\jester_NO_npy\59609.npy,no,0
data\SL_YES_npy\03564.npy,yes,1
data\jester_NO_npy\31045.npy,no,0
data\jester_NO_npy\82248.npy,no,0
data\SL_YES_npy\62712.npy,yes,1
data\jester_NO_npy\114436.npy,no,0
data\jester_NO_npy\98063.npy,no,0
data\jester_NO_npy\96694.npy,no,0
data\SL_YES_npy\66376.npy,yes,1
data\jester_NO_npy\78843.npy,no,0
data\jester_NO_npy\91831.npy,no,0
data\SL_YES_npy\06120.npy,yes,1
data\SL_YES_npy\42379.npy,yes,1
data\jester_NO_npy\133087.npy,no,0
data\SL_YES_npy\10682.npy,yes,1
data\jester_NO_npy\122115.npy,no,0
data\jester_NO_npy\124715.npy,no,0
data\jester_NO_npy\95544.npy,no,0
data\SL_YES_npy\19232.npy,yes,1
data\SL_YES_npy\42706.npy,yes,1
data\SL_YES_npy\49334.npy,yes,1
data\jester_NO_npy\48763.npy,no,0
data\SL_YES_npy\66398.npy,yes,1
data\SL_YES_npy\66763.npy,yes,1
data\jester_NO_npy\50111.npy,no,0
data\SL_YES_npy\15025.npy,yes,1
data\jester_NO_npy\81957.npy,no,0
data\jester_NO_npy\120828.npy,no,0
data\SL_YES_npy\01557.npy,yes,1
data\SL_YES_npy\63654.npy,yes,1
data\jester_NO_npy\16912.npy,no,0
data\jester_NO_npy\86622.npy,no,0
data\jester_NO_npy\74399.npy,no,0
data\jester_NO_npy\17714.npy,no,0
data\SL_YES_npy\18779.npy,yes,1
